Market,Brand,Model,Body_Type,Fuel_Type,Year,Available_Date,Dealer,City,Province,Type,Version,Ext_Color,Int_Color,RRP_EUR,Monthly_EUR,APR_pct,Availability,Engine_Raw,URL
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,116,WHITE,BLACK,32469.78,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447638-60660050
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-03-27,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,116,GRAY_MIDDLE,BLACK,34406.52,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6446748-60606457
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-08,"Lugauto, S.A.",Lugo,Lugo,Nuevo,116,WHITE,BLACK,34900.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466531-61443716
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,WHITE,BLACK,34923.54,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458258-60919430
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-03-13,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,116,WHITE,BLACK,35026.76,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447131-60651596
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,WHITE,BLACK,35268.84,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450526-60694648
ES,BMW,X3,SAV,ICE,2025.0,2026-05-01,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X3 20,WHITE,COGNAC,53483.5,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450861-60695199
ES,BMW,X3,SAV,ICE,2025.0,2026-02-06,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X3 20,GRAY_MIDDLE,COGNAC,55872.75,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6427244-59382537
ES,BMW,X3,SAV,ICE,2025.0,2026-04-10,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X3 20,TURQUOISE_DARK,BLACK,56124.25,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6426939-59379120
ES,BMW,X3,SAV,ICE,2025.0,2026-01-09,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X3 20D,GRAY_MIDDLE,BLACK,57004.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6426928-59379329
ES,BMW,X3,SAV,PHEV,2024.0,2026-01-30,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X3 30E,TURQUOISE_DARK,BLACK,57306.0,,,available,Hibrido enchufable,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6427247-59382546
ES,BMW,X3,SAV,ICE,2025.0,2026-05-22,"Carteya Motor, S.L.",Algeciras,Cádiz,Nuevo,X3 20D,WHITE,BLACK,57487.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6451584-60700811
ES,BMW,X3,SAV,ICE,2025.0,2026-05-29,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X3 20D,WHITE,COGNAC,57900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6462678-61212699
ES,BMW,X3,SAV,ICE,2025.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X3 20D,GRAY_DARK,COGNAC,58342.51,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6457464-60897644
ES,BMW,X3,SAV,ICE,2025.0,2025-10-31,"Vehinter, S.A.",Getafe,Madrid,Nuevo,X3 20,RED_BURGUNDY,BLACK,58667.75,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421796-59066581
ES,BMW,X3,SAV,ICE,2025.0,2026-04-17,"Lizaga Motor, S.L.",Pamplona,Navarra,Nuevo,X3 20D,BLACK,BLACK,58900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6445624-60586491
ES,BMW,X3,SAV,ICE,2025.0,2026-07-17,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X3 20D,WHITE,COGNAC,58972.55,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6465941-61391836
ES,BMW,X3,SAV,ICE,2025.0,2026-06-19,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X3 20D,GRAY_DARK,BEIGE,59016.49,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6452437-60708161
ES,BMW,X1,SAV,ICE,2022.0,2026-01-30,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X1 18D,WHITE,BLACK,41600.12,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6436415-60221130
ES,BMW,X1,SAV,ICE,2024.0,2026-05-22,"Lizaga Motor, S.L.",Pamplona,Navarra,Nuevo,X1 20D,BLACK,BLACK,41900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8258409-61465237
ES,BMW,X1,SAV,ICE,2022.0,2026-04-10,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X1 18I,BLACK,BLACK,41985.37,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450239-60688557
ES,BMW,X1,SAV,ICE,2022.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X1 18I,WHITE,BLACK,42292.15,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450240-60688973
ES,BMW,X1,SAV,ICE,2022.0,2026-06-12,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X1 18D,BLACK,BLACK,42301.74,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8259038-61506650
ES,BMW,X1,SAV,ICE,2022.0,2026-06-12,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X1 18I,BLACK,BLACK,42369.91,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450898-60695898
ES,BMW,X1,SAV,ICE,2022.0,2026-06-12,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X1 18D,GRAY_DARK,BLACK,42388.02,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8258611-61480996
ES,BMW,X1,SAV,ICE,2022.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X1 18I,BLUE_STEEL,BLACK,42838.59,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450241-60689110
ES,BMW,X1,SAV,ICE,2024.0,2025-12-26,"Lugauto, S.A.",Lugo,Lugo,Nuevo,X1 20D,BLACK,BLACK,42900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6430313-59940182
ES,BMW,X1,SAV,ICE,2022.0,2026-06-26,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X1 18D,GRAY_DARK,BLACK,43104.93,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=7188517-61812754
ES,BMW,X1,SAV,ICE,2024.0,2026-04-10,"Autoram, S.L.",Zamora,Zamora,Nuevo,X1 20D,WHITE,BLACK,43136.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6451700-60703653
ES,BMW,X1,SAV,ICE,2024.0,2026-06-26,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X1 20D,BLACK,BLACK,43674.01,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=7188519-61812665
ES,BMW,X2,COUPE,ICE,2023.0,2026-04-10,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20I,WHITE,BLACK,44001.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431322-59946207
ES,BMW,X2,COUPE,ICE,2023.0,2026-04-10,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 18D,GRAY_MIDDLE,BLACK,44882.12,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458259-60919436
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-09,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,X2 20D,WHITE,BLACK,44900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438095-60411507
ES,BMW,X2,COUPE,ICE,2023.0,2026-04-10,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 18D,GRAY_DARK,BLACK,45213.56,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431388-59946136
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-12,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 18D,BLACK,BLACK,45564.13,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450550-60694970
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 20D,GRAY_MIDDLE,BLACK,45582.39,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450840-60695392
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-08,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 18D,GRAY_MIDDLE,BLACK,45623.94,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6437904-60406224
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-29,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,BLACK,BLACK,45900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466226-61428628
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-05,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,45900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466228-61428630
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-29,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,45900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466229-61428631
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-05,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,BLACK,BLACK,45900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466230-61428632
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 20D,RED_BURGUNDY,BLACK,46149.53,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458260-60919438
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2026-04-17,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,318D,TURQUOISE_DARK,BLACK,42164.97,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6452286-60707544
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2026-01-30,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,318D,BLACK,BLUE,42900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425323-59319534
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-06-06,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,318D,WHITE,BLACK,43707.59,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5583726-57775769
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-09-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,320I,BLACK,BLACK,43985.79,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6418028-58739644
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-10-24,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,318D,WHITE,BLACK,44457.65,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421956-59075179
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-07-11,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,318D,BLACK,COGNAC,44510.47,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5586445-58022926
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-11-07,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,318D,BLACK,BLUE,44524.53,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421943-59073421
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-10-24,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,318D,GRAY_LIGHT,BLACK,44524.53,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425902-59343949
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2026-06-19,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,318D,GRAY_DARK,BLUE,45353.06,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6426877-59379278
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2025-10-10,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,318D,GRAY_DARK,COGNAC,45363.05,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6419450-58964030
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2026-06-19,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,318D,BLUE_DARK,BLACK,45698.65,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6445744-60591550
ES,BMW,Serie 3,SEDAN,ICE,2022.0,2026-06-19,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,318D,GRAY_DARK,BLUE,45741.86,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6435596-60199280
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,WHITE,BLACK,35269.17,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8259625-61511879
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-08,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,GRAY_LIGHT,BLACK,35862.68,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6446666-60602251
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-06-19,"Motri Motor, S.A.",Motril,,Nuevo,116,BLACK,BLACK,35990.0,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6465748-61388101
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-08,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,GRAY_MIDDLE,BLACK,36255.84,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450527-60694649
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-08,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,GRAY_MIDDLE,BLACK,36831.33,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6465797-61389347
ES,BMW,Serie 1,HACH 5P,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,118D,GRAY_MIDDLE,BLACK,36831.33,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6465798-61389348
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-06-27,"Adler Motor, S.L.",Toledo,Toledo,Nuevo,420I,BLACK,COGNAC,48562.56,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8257640-58392496
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-06-27,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,420D,BLACK,COGNAC,49930.56,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8257639-58392495
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-03-28,"Murcia Premium, S.L.",Murcia,Murcia,Nuevo,420I,BLACK,COGNAC,50197.89,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5567626-56941640
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-03-28,"Murcia Premium, S.L.",Murcia,Murcia,Nuevo,420I,BLACK,COGNAC,50197.89,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5567875-56943655
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-10-31,"Murcia Premium, S.L.",Murcia,Murcia,Nuevo,420I,BLACK,COGNAC,50737.36,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6427180-59381778
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-06-13,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,420I,WHITE,COGNAC,51872.66,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5587767-58056189
ES,BMW,Serie 4,COUPE,ICE,2024.0,2026-05-22,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,420I,WHITE,COGNAC,52524.44,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431150-59944788
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-05-30,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,420D,BLUE_MIDDLE,BLUE,52757.51,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5587968-58059020
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-05-02,"Lugauto, S.A.",Lugo,Lugo,Nuevo,420I,WHITE,BLUE,52800.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5577065-57398254
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-08-08,"Bernesga Motor, S.L.",Leon,León,Nuevo,420I,WHITE,BLACK,52900.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421157-59039035
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-05-30,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,420D,BLUE_MIDDLE,BLUE,53009.01,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5587971-58059026
ES,BMW,Serie 4,COUPE,ICE,2024.0,2025-11-14,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,420I,GRAY_LIGHT,BLACK,53167.92,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421693-59061216
ES,BMW,Serie 2,COUPE,ICE,2025.0,2026-01-30,"Adler Motor, S.L.",Toledo,Toledo,Nuevo,216,BLACK,BLACK,35505.03,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6429209-59828772
ES,BMW,Serie 2,COUPE,ICE,2025.0,2025-08-01,"Motri Motor, S.A.",Motril,,Nuevo,216,WHITE,BLACK,35600.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6419411-58958011
ES,BMW,Serie 2,COUPE,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,218D,WHITE,BLACK,37591.45,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450868-60695564
ES,BMW,Serie 2,COUPE,ICE,2024.0,2026-04-24,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,218D,BLUE_MIDDLE,BLACK,38931.48,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458271-60919449
ES,BMW,Serie 2,COUPE,ICE,2025.0,2025-09-26,"San Pablo Motor, S.L.",Sevilla,Sevilla,Nuevo,216,WHITE,BLACK,39563.38,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425403-59323949
ES,BMW,Serie 2,COUPE,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,218D,GRAY_MIDDLE,BLACK,40043.13,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8259643-61512133
ES,BMW,Serie 2,COUPE,ICE,2025.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,216,BLACK,BLACK,40710.02,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6459010-60933018
ES,BMW,Serie 2,COUPE,ICE,2024.0,2026-05-08,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,220,WHITE,BLACK,40992.44,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6424900-59301034
ES,BMW,Serie 2,COUPE,ICE,2024.0,2025-02-21,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,220D,BLUE_MIDDLE,BLACK,41073.31,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5565570-56924593
ES,BMW,Serie 2,COUPE,ICE,2024.0,2026-05-08,"Ceres Motor, S.L.",Caceres,Cáceres,Nuevo,220,BLUE_DARK,BLACK,41618.25,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6424450-59255456
ES,BMW,Serie 2,COUPE,ICE,2025.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,216,WHITE,BLACK,41666.53,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6464718-61313773
ES,BMW,Serie 2,COUPE,ICE,2024.0,2025-04-04,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,218D,WHITE,BLACK,41897.25,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5574833-57270399
ES,BMW,X5,SAV,ICE,2023.0,2025-10-31,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X5 30D,WHITE,BLACK,86900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6422444-59084575
ES,BMW,X5,SAV,ICE,2023.0,2025-02-07,"Vehinter, S.A.",Getafe,Madrid,Nuevo,X5 30D,GRAY_LIGHT,BLACK,90110.01,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5555228-56512375
ES,BMW,X5,SAV,ICE,2023.0,2026-05-22,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X5 30D,BLACK,BLACK,91083.19,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458743-60929642
ES,BMW,X5,SAV,ICE,2023.0,2026-05-08,"Adler Motor, S.L.",Toledo,Toledo,Nuevo,X5 30D,WHITE,COGNAC,92526.82,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425366-59317987
ES,BMW,X5,SAV,ICE,2023.0,2025-11-21,"Adler Motor, S.L.",Toledo,Toledo,Nuevo,X5 30D,WHITE,COGNAC,92526.82,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425367-59317988
ES,BMW,X5,SAV,PHEV,2023.0,2025-09-12,"Hispamovil, S.A.",Torrevieja,Alicante,Nuevo,X5 50E,WHITE,BLACK,92695.52,,,available,Hibrido enchufable,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421639-59055925
ES,BMW,X5,SAV,ICE,2023.0,2026-05-08,"Hispamovil, S.A.",Torrevieja,Alicante,Nuevo,X5 30D,WHITE,COGNAC,92698.56,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6423249-59094904
ES,BMW,X5,SAV,ICE,2023.0,2026-05-08,"Hispamovil, S.A.",Torrevieja,Alicante,Nuevo,X5 30D,WHITE,COGNAC,92710.32,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6427461-59384188
ES,BMW,X5,SAV,ICE,2023.0,2026-06-05,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X5 30D,BLACK,BLACK,92725.01,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6435852-60214757
ES,BMW,X5,SAV,ICE,2023.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X5 30D,BLACK,BLACK,92725.01,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6446501-60600252
ES,BMW,X5,SAV,ICE,2023.0,2025-11-21,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X5 30D,BLACK,BLACK,93214.39,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6422114-59080060
ES,BMW,X5,SAV,PHEV,2023.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X5 50E,BLACK,BLACK,93303.27,,,soon,Hibrido enchufable,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6457395-60896740
ES,BMW,Serie 3,ESTATE,ICE,2022.0,2026-01-09,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,318D,BLACK,BLACK,43769.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6434137-60104474
ES,BMW,Serie 3,ESTATE,ICE,2022.0,2026-01-23,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,318D,BLACK,BLACK,43769.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6436353-60220097
ES,BMW,Serie 3,ESTATE,ICE,2022.0,2025-12-26,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,318D,BLUE_MIDDLE,BLUE,44600.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431699-59947955
ES,BMW,Serie 3,ESTATE,ICE,2022.0,2025-08-15,"Hispamovil, S.A.",Torrevieja,Alicante,Nuevo,318D,WHITE,BLACK,46038.64,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6421618-59055367
ES,BMW,Serie 3,ESTATE,ICE,2022.0,2026-05-22,"Albamocion, S.L.",Albacete,Albacete,Nuevo,318D,GRAY_MIDDLE,BLUE,48023.19,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6430560-59942674
ES,BMW,Serie 3,ESTATE,ICE,2022.0,2025-04-18,"San Pablo Motor, S.L.",Sevilla,Sevilla,Nuevo,318D,TURQUOISE_DARK,BLACK,48372.52,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5565337-56923376
