Market,Brand,Model,Body_Type,Fuel_Type,Year,Available_Date,Dealer,City,Province,Type,Version,Ext_Color,Int_Color,RRP_EUR,Monthly_EUR,APR_pct,Availability,Engine_Raw,URL
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-09,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,X2 20D,RED_BURGUNDY,BLACK,51500.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438027-60408665
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,WHITE,BLACK,51500.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439343-60447532
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,X2 20D,WHITE,BLACK,51500.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450052-60685996
ES,BMW,X2,COUPE,ICE,2023.0,2025-11-28,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20I,GRAY_DARK,BLACK,51518.67,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6432002-59948933
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20I,GRAY_MIDDLE,BLACK,51518.67,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6432003-59948935
ES,BMW,X2,COUPE,ICE,2023.0,2025-06-13,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20I,WHITE,COGNAC,51536.06,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5585597-58002278
ES,BMW,X2,COUPE,ICE,2024.0,2025-12-26,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20D,BLACK,BLACK,51578.45,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6432008-59948961
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,GRAY_LIGHT,BLACK,51623.62,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431386-59946372
ES,BMW,X2,COUPE,ICE,2024.0,2025-05-09,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20D,WHITE,BLACK,51673.73,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5583088-57768490
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-15,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20I,WHITE,WHITE,51751.5,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466814-61448078
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-03,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,WHITE,BLACK,51751.51,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447988-60662327
ES,BMW,X2,COUPE,ICE,2023.0,2025-05-16,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20I,WHITE,BLACK,51756.54,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=5582893-57766633
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,X2 20D,BLACK,BLACK,51769.07,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6430227-59940274
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-12,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,GRAY_LIGHT,BLACK,51796.17,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438825-60423628
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-08,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 20I,GRAY_DARK,WHITE,51828.44,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6465845-61390078
ES,BMW,X2,COUPE,ICE,2023.0,2026-04-10,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,X2 20I,WHITE,BLACK,51844.96,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6435660-60201659
ES,BMW,X2,COUPE,ICE,2023.0,2026-01-16,"San Pablo Motor, S.L.",Sevilla,Sevilla,Nuevo,X2 18D,GRAY_DARK,BLACK,51879.28,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438596-60417104
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20I,GRAY_MIDDLE,BLACK,51891.48,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458812-60931071
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20I,GRAY_DARK,BLACK,51891.48,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458813-60931072
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20I,BLACK,BLACK,51891.48,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8259677-61513775
ES,BMW,X2,COUPE,ICE,2024.0,2025-11-14,"Triocar Comercial Automóvil, S.L",Almeria,Almería,Nuevo,X2 20D,GRAY_LIGHT,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6427584-59389981
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-29,"Automotor Costa, S.L.U.",Almeria,Almería,Nuevo,X2 18D,GRAY_MIDDLE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431886-59948221
ES,BMW,X2,COUPE,ICE,2023.0,2025-11-28,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20I,WHITE,BLACK,51900.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6432435-59951062
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Triocar Comercial Automóvil, S.L",Almeria,Almería,Nuevo,X2 20D,GRAY_LIGHT,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438126-60412529
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Triocar Comercial Automóvil, S.L",Almeria,Almería,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438127-60412530
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Triocar Comercial Automóvil, S.L",Almeria,Almería,Nuevo,X2 20D,GRAY_MIDDLE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438130-60412533
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-09,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438638-60417120
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438640-60417122
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-02,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438639-60417121
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6449651-60680743
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_LIGHT,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6449652-60680744
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_LIGHT,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6449653-60680745
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_MIDDLE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6453357-60733433
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_MIDDLE,BLACK,51900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6453358-60733434
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Lugauto, S.A.",Lugo,Lugo,Nuevo,X2 18D,BLUE_MIDDLE,BLACK,51900.0,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458874-60931538
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-12,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,51900.01,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6449654-60680746
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,51900.01,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6449655-60680747
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,WHITE,BLACK,51900.01,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6453355-60733431
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 20D,GRAY_DARK,BLACK,51906.43,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6452494-60708087
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 20I,WHITE,BLACK,51907.82,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8259641-61512125
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52020.19,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450839-60695391
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-12,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,GRAY_DARK,BLACK,52135.77,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431317-59945651
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52227.56,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8258617-61481377
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,X2 20D,WHITE,BLACK,52280.56,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6437899-60405909
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-08,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,X2 18D,BLACK,BLACK,52343.44,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6437950-60405970
ES,BMW,X2,COUPE,ICE,2023.0,2026-01-09,"Autogal, S.A.",A Coruna,A Coruña,Nuevo,X2 18D,GRAY_LIGHT,BLACK,52397.51,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431994-59948451
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Movilnorte, S.A.",Madrid,Madrid,Nuevo,X2 20I,BLACK,BLACK,52459.47,,,soon,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6435661-60201660
ES,BMW,X2,COUPE,ICE,2024.0,2026-02-13,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52500.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447618-60658931
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,X2 20D,BLACK,BLACK,52500.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450054-60686005
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Amiocar, S.A.",A Coruna,A Coruña,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,52571.03,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6448507-60665484
ES,BMW,X2,COUPE,ICE,2024.0,2025-11-21,"Altrac Europa, S.A.",Barcelona,Barcelona,Nuevo,X2 20D,WHITE,BLACK,52589.18,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425741-59338104
ES,BMW,X2,COUPE,ICE,2024.0,2025-11-28,"Altrac Europa, S.A.",Barcelona,Barcelona,Nuevo,X2 20D,WHITE,BLACK,52589.18,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431392-59945844
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,BLACK,WHITE,52710.98,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6457394-60896735
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,X2 20D,GRAY_DARK,BLACK,52711.67,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6449623-60680668
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Movitransa Cars, S.L.",Jerez de la Frontera,Cádiz,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52729.0,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6452426-60708149
ES,BMW,X2,COUPE,ICE,2024.0,2025-12-26,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,52744.93,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6430125-59937834
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,52744.93,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447986-60662325
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,GRAY_MIDDLE,BLACK,52754.82,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438833-60423187
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52757.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6446496-60600245
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52757.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447987-60662326
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,52757.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447993-60662332
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,52757.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447992-60662331
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,RED_BURGUNDY,BLACK,52757.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447995-60662334
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,RED_BURGUNDY,BLACK,52757.5,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447994-60662333
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLACK,BLACK,52757.51,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439345-60447534
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52757.51,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439349-60447538
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-09,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_MIDDLE,BLACK,52757.51,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439351-60447540
ES,BMW,X2,COUPE,ICE,2024.0,2025-10-17,"Motri Motor, S.A.",Motril,,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,52800.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6426983-59379675
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Augusta Aragón, S.A.",Zaragoza,Zaragoza,Nuevo,X2 18D,GRAY_DARK,BLACK,52802.02,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6434217-60105341
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-08,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,X2 18D,WHITE,BLACK,52828.84,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6430480-59942376
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,X2 18D,WHITE,BLACK,52847.26,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8260489-61523631
ES,BMW,X2,COUPE,ICE,2024.0,2025-12-26,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52866.55,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6437946-60405958
ES,BMW,X2,COUPE,ICE,2024.0,2025-11-28,"Altrac Europa, S.A.",Barcelona,Barcelona,Nuevo,X2 20D,WHITE,BLACK,52887.06,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431220-59945470
ES,BMW,X2,COUPE,ICE,2023.0,2026-04-10,"Triocar Comercial Automóvil, S.L",Almeria,Almería,Nuevo,X2 18D,WHITE,BLACK,52900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6458056-60911515
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-01,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6464279-61281017
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-01,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6464280-61281018
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-01,"Ilbira Motor, S.L.",Granada,Granada,Nuevo,X2 20D,GRAY_LIGHT,BLACK,52900.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6464281-61281019
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,WHITE,BLACK,52902.69,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438830-60423425
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-29,"San Rafael Motor, S.L.",Cordoba,Córdoba,Nuevo,X2 20D,WHITE,COGNAC,52958.94,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=8259634-61511892
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,BLACK,WHITE,52965.73,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438834-60423189
ES,BMW,X2,COUPE,ICE,2023.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20I,WHITE,BLACK,53009.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6466863-61448188
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-19,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,BLACK,WHITE,53090.36,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450511-60693921
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Motri Motor, S.A.",Motril,,Nuevo,X2 20D,WHITE,BLACK,53100.0,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438870-60424513
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,BLACK,BLACK,53151.96,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6438831-60423329
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-15,"Grünblau Motor, S.A.",Santander,Cantabria,Nuevo,X2 20D,GRAY_DARK,WHITE,53164.57,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6463320-61240566
ES,BMW,X2,COUPE,ICE,2023.0,2026-03-20,"Celtamotor, S.L.",Vigo,Pontevedra,Nuevo,X2 20I,GRAY_DARK,BLACK,53190.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431802-59947915
ES,BMW,X2,COUPE,ICE,2024.0,2025-11-28,"Altrac Europa, S.A.",Barcelona,Barcelona,Nuevo,X2 20D,WHITE,BLACK,53199.88,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6425725-59337903
ES,BMW,X2,COUPE,ICE,2024.0,2025-11-28,"Altrac Europa, S.A.",Barcelona,Barcelona,Nuevo,X2 20D,WHITE,BLACK,53199.88,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6431218-59945468
ES,BMW,X2,COUPE,ICE,2024.0,2025-12-26,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,X2 20D,WHITE,BLACK,53209.45,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6437902-60405575
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-30,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,X2 20D,WHITE,BLACK,53209.45,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6433784-60047646
ES,BMW,X2,COUPE,ICE,2024.0,2026-01-02,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,X2 20D,WHITE,BLACK,53209.45,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6433786-60047649
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Movil Begar Levante, S.A.",Alicante,Alicante,Nuevo,X2 20D,WHITE,BLACK,53209.45,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6433787-60047650
ES,BMW,X2,COUPE,ICE,2023.0,2026-06-19,"Automoviles Fersan, S.A.",Alicante,Alicante,Nuevo,X2 18D,WHITE,BLACK,53297.0,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6464878-61326816
ES,BMW,X2,COUPE,ICE,2023.0,2026-02-27,"Motri Motor, S.A.",Motril,,Nuevo,X2 20I,GRAY_MIDDLE,BLACK,53300.0,,,available,Gasolina,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6452547-60708119
ES,BMW,X2,COUPE,ICE,2024.0,2026-04-10,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,WHITE,BLACK,53353.26,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6450512-60693923
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_LIGHT,BLACK,53386.26,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6435809-60214867
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLACK,BLACK,53386.26,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6435810-60214868
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,BLUE_MIDDLE,BLACK,53386.26,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439344-60447533
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-12,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_DARK,BLACK,53386.26,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439346-60447535
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-12,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,GRAY_LIGHT,BLACK,53386.26,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439347-60447536
ES,BMW,X2,COUPE,ICE,2024.0,2026-05-08,"Auto Premier Baviera, S.A.",Leganes,Madrid,Nuevo,X2 20D,RED_BURGUNDY,BLACK,53386.26,,,available,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6439350-60447539
ES,BMW,X2,COUPE,ICE,2024.0,2026-06-12,"Momentum Norte, S.R.L.",San Sebastian,Guipúzcoa,Nuevo,X2 20D,BLACK,BLACK,53473.82,,,soon,Diesel,https://www.bmw.es/es-es/sl/stocklocator/results?vehicleId=6447676-60660087
