Brand,Model,Version,Body Type,Fuel_Type
Mercedes,Clase GLC Coupe,GLC 43 4MATIC AMG,SAV,ICE
Mercedes,Clase GLC Coupe,GLC 53 4MATIC AMG,SAV,ICE
Mercedes,Clase GLC Coupe,GLC 63 4MATIC AMG SE PERFORMANCE,SAV,PHEV
Mercedes,Clase GLE,GLE 300 D 4MATIC,SAV,ICE
Mercedes,Clase GLE,GLE 350 DE 4MATIC,SAV,PHEV
Mercedes,Clase GLE,GLE 400 e 4MATIC,SAV,PHEV
Mercedes,Clase GLE,GLE 450 4MATIC,SAV,ICE
Mercedes,Clase GLE,GLE 450 D 4MATIC,SAV,ICE
Mercedes,Clase GLE,GLE 53 4MATIC AMG,SAV,ICE
Mercedes,Clase GLE,GLE 53 HYBRID 4MATIC AMG,SAV,PHEV
Mercedes,Clase GLE,GLE 63 4MATIC AMG S,SAV,ICE
Mercedes,Clase GLE Coupe,GLE 300 D 4MATIC,SAV,ICE
Mercedes,Clase GLE Coupe,GLE 350 DE 4MATIC,SAV,PHEV
Mercedes,Clase GLE Coupe,GLE 400 e 4MATIC,SAV,PHEV
Mercedes,Clase GLE Coupe,GLE 450 D 4MATIC,SAV,ICE
Mercedes,Clase GLE Coupe,GLE 53 4MATIC+ AMG,SAV,ICE
Mercedes,Clase GLE Coupe,GLE 53 HYBRID 4MATIC+ AMG,SAV,PHEV
Mercedes,Clase GLE Coupe,GLE 63 S 4MATIC+ AMG,SAV,ICE
Mercedes,Clase GLS,GLS 350 D 4MATIC,SAV,ICE
Mercedes,Clase GLS,GLS 580 4MATIC,SAV,ICE
Mercedes,Clase GLS,GLS 600 4MATIC MAYBACH,SAV,ICE
Mercedes,Clase GLS,GLS 63 4MATIC+ AMG,SAV,ICE
Mercedes,Clase S,S 350 D,SEDAN,ICE
Mercedes,Clase S,S 350 D 4MATIC,SEDAN,ICE
Mercedes,Clase S,S 350 D L,SEDAN,ICE
Mercedes,Clase S,S 450 D 4MATIC,SEDAN,ICE
Mercedes,Clase S,S 450 D 4MATIC L,SEDAN,ICE
Mercedes,Clase S,S 450 e,SEDAN,PHEV
Mercedes,Clase S,S 450 e L,SEDAN,PHEV
Mercedes,Clase S,S 580 e MAYBACH,SEDAN,PHEV
Mercedes,Clase S,S 580 MAYBACH,SEDAN,ICE
Mercedes,Clase SL,SL 43 AMG,ROADSTER,ICE
Mercedes,Clase SL,SL 55 4MATIC+ AMG,ROADSTER,ICE
Mercedes,Clase SL,SL 680 MAYBACH,ROADSTER,ICE
Mercedes,Clase T,T160,TRANSPORTER,ICE
Mercedes,Clase T,T160d,TRANSPORTER,ICE
Mercedes,Clase T,T180,TRANSPORTER,ICE
Mercedes,Clase T,T180 LARGO,TRANSPORTER,ICE
Mercedes,Clase T,T180d,TRANSPORTER,ICE
Mercedes,Clase V,V 220 D COMPACTO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 220 D COMPACTO AVANTGARDE 4X4,MPV,ICE
Mercedes,Clase V,V 220 D COMPACTO CLASE V,MPV,ICE
Mercedes,Clase V,V 220 D COMPACTO CLASE V 4X4,MPV,ICE
Mercedes,Clase V,V 220 D COMPACTO RISE,MPV,ICE
Mercedes,Clase V,V 220 D COMPACTO STYLE,MPV,ICE
Mercedes,Clase V,V 220 D EXTRALARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 220 D EXTRALARGO CLASE V,MPV,ICE
Mercedes,Clase V,V 220 D EXTRALARGO STYLE,MPV,ICE
Mercedes,Clase V,V 220 D LARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 220 D LARGO CLASE V,MPV,ICE
Mercedes,Clase V,V 220 D LARGO STYLE,MPV,ICE
Mercedes,Clase V,V 250 D COMPACTO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 250 D COMPACTO CLASE V 4X4,MPV,ICE
Mercedes,Clase V,V 250 D COMPACTO STYLE,MPV,ICE
Mercedes,Clase V,V 250 D EXTRALARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 250 D EXTRALARGO CLASE V,MPV,ICE
Mercedes,Clase V,V 250 D EXTRALARGO EXCLUSIVE,MPV,ICE
Mercedes,Clase V,V 250 D EXTRALARGO STYLE,MPV,ICE
Mercedes,Clase V,V 250 D LARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 250 D LARGO CLASE V,MPV,ICE
Mercedes,Clase V,V 250 D LARGO EXCLUSIVE,MPV,ICE
Mercedes,Clase V,V 250 D LARGO STYLE,MPV,ICE
Mercedes,Clase V,V 300 D COMPACTO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 300 D COMPACTO CLASE V 4X4,MPV,ICE
Mercedes,Clase V,V 300 D COMPACTO STYLE,MPV,ICE
Mercedes,Clase V,V 300 D EXTRALARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 300 D EXTRALARGO EXCLUSIVE,MPV,ICE
Mercedes,Clase V,V 300 D EXTRALARGO STYLE,MPV,ICE
Mercedes,Clase V,V 300 D LARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 300 D LARGO EXCLUSIVE,MPV,ICE
Mercedes,Clase V,V 300 D LARGO STYLE,MPV,ICE
Mercedes,Clase V,V 300 G EXTRALARGO,MPV,ICE
Mercedes,Clase V,V 300 G EXTRALARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 300 G EXTRALARGO EXCLUSIVE,MPV,ICE
Mercedes,Clase V,V 300 G EXTRALARGO STYLE,MPV,ICE
Mercedes,Clase V,V 300 G LARGO,MPV,ICE
Mercedes,Clase V,V 300 G LARGO AVANTGARDE,MPV,ICE
Mercedes,Clase V,V 300 G LARGO EXCLUSIVE,MPV,ICE
Mercedes,Clase V,V 300 G LARGO STYLE,MPV,ICE
Mercedes,eCitan,FURGON PRO EXTRA LARGO,TRANSPORTER,BEV
Mercedes,eCitan,FURGON PRO LARGO,TRANSPORTER,BEV
Mercedes,eCitan,TOURER PRO LARGO,TRANSPORTER,BEV
Mercedes,EQA,EQA 250+,SAV,BEV
Mercedes,EQA,EQA 350 4MATIC,SAV,BEV
Mercedes,EQB,EQB 250+,SAV,BEV
Mercedes,EQB,EQB 350 4MATIC,SAV,BEV
Mercedes,EQE,EQE 300,SAV,BEV
Mercedes,EQE,EQE 300,SEDAN,BEV
Mercedes,EQE,EQE 350 4MATIC,SAV,BEV
Mercedes,EQE,EQE 350+,SAV,BEV
Mercedes,EQE,EQE 350+,SEDAN,BEV
Mercedes,EQE,EQE 500 4MATIC,SAV,BEV
Mercedes,EQE,EQE 53 4MATIC AMG,SAV,BEV
Mercedes,EQS,EQS 450 4MATIC,SAV,BEV
Mercedes,EQS,EQS 450+,SEDAN,BEV
Mercedes,EQS,EQS 500 4MATIC,SAV,BEV
Mercedes,EQS,EQS 680 MAYBACH,SAV,BEV
Mercedes,EQT,200 45WKH LARGO,TRANSPORTER,BEV
Mercedes,EQV,EQV 250 EXTRALARGO,MPV,BEV
Mercedes,EQV,EQV 250 LARGO,MPV,BEV
Mercedes,EQV,EQV 300 EXTRALARGO,MPV,BEV
Mercedes,e-Sprinter,312 e FURGON MEDIO TD 3/4,TRANSPORTER,BEV
Mercedes,e-Sprinter,312 e FURGON MEDIO TD 4/4,TRANSPORTER,BEV
Mercedes,eVito,eVito 112 Furgon Extralarga,TRANSPORTER,BEV
Mercedes,eVito,eVito 112 Furgon Larga,TRANSPORTER,BEV
Mercedes,eVito,eVito 129 Tourer Extralarga 100KWH,TRANSPORTER,BEV
Mercedes,eVito,eVito 129 Tourer Larga 100KWH,TRANSPORTER,BEV
Mercedes,Marco Polo,220 D MARCO POLO 9 G-TRONIC 4X2,TRANSPORTER,ICE
Mercedes,Marco Polo,220 D MARCO POLO 9 G-TRONIC 4X2 HORIZON,TRANSPORTER,ICE
Mercedes,Marco Polo,220 D MARCO POLO HORIZON 9 G-TRONIC 4X2,TRANSPORTER,ICE
Mercedes,Marco Polo,250 D MARCO POLO 9 G-TRONIC 4X2 HORIZON,TRANSPORTER,ICE
Mercedes,Marco Polo,300 D MARCO POLO 9 G-TRONIC 4X2,TRANSPORTER,ICE
Mercedes,Marco Polo,300 D MARCO POLO 9 G-TRONIC 4X2 HORIZON,TRANSPORTER,ICE
Mercedes,Sprinter 200,215 CDI TD CHASIS CABINA COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 200,215 CDI TD FURGON COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TD CHASIS CABINA COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TD CHASIS CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TD FURGON COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TD FURGON MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TT FURGON COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TT FURGON LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TT FURGON MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TT MIXTO COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TT MIXTO LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,311 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TD CHASIS CABINA COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TD CHASIS CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TD FURGON COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TD FURGON MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TD FURGON MEDIO T.E. CAMPER,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT CHASIS CABINA COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT CHASIS CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT CHASIS CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT CHASIS DOBLE CABINA COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT CHASIS DOBLE CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT CHASIS DOBLE CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT FURGON COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT FURGON EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT FURGON LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT FURGON MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT MIXTO COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT MIXTO EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT MIXTO LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT TOURER COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT TOURER LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,315 CDI TT TOURER MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT CHASIS CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT CHASIS CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT CHASIS DOBLE CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT FURGON EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT MIXTO LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT TOURER LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 300,319 CDI TT TOURER MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 400,415 CDI TT MIXTO EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 400,415 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 400,417 CDI TT MIXTO COMPACTO,TRANSPORTER,ICE
Mercedes,Sprinter 400,419 CDI TT MIXTO EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 400,419 CDI TT MIXTO LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 400,419 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT CHASIS CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT CHASIS CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT CHASIS DOBLE CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT CHASIS DOBLE CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT FURGON EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT FURGON LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT FURGON MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,515 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT CHASIS CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT CHASIS CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT CHASIS DOBLE CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT CHASIS DOBLE CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT FURGON EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT FURGON LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT FURGON MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT MIXTO EXTRALARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT MIXTO LARGO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,517 CDI TT MIXTO MEDIO T.E.,TRANSPORTER,ICE
Mercedes,Sprinter 500,519 CDI TT CHASIS DOBLE CABINA LARGO,TRANSPORTER,ICE
Mercedes,Sprinter 500,519 CDI TT CHASIS DOBLE CABINA MEDIO,TRANSPORTER,ICE
Mercedes,Sprinter 500,519 CDI TT MIXTO LARGO T.E.,TRANSPORTER,ICE
